id,area_sqft,bedrooms,bathrooms,age_years,distance_km,quality,garage_spaces,has_pool,lot_sqft,price
1033,962,2,2,56,0.8,6,1,1,1717,300800
1034,2219,4,3,31,18.1,8,0,0,11503,351200
1035,2530,4,3,3,0.6,7,1,0,7668,674900
1036,2547,4,4,78,13.3,6,1,0,9737,384800
1037,1707,3,1,50,36.0,8,1,0,11354,220300
1038,1661,3,2,34,3.6,7,1,0,4363,360500
1039,1264,1,1,34,26.0,8,0,0,8956,145600
1040,1525,3,2,28,12.6,4,2,0,5943,261000
1041,1883,4,3,21,3.0,6,2,0,6656,468100
1042,1413,2,2,75,8.1,6,0,0,3411,261100
1043,2406,4,3,26,36.0,5,1,1,11632,263200
1044,528,1,1,1,0.5,7,0,0,1902,207400
1045,1889,3,3,71,2.9,1,3,0,4265,381600
1046,1564,3,1,41,10.8,6,1,0,7030,271900
1047,450,1,1,64,0.5,5,0,0,1167,108100
1048,1820,3,1,16,22.4,7,2,0,10682,243700
1049,3787,6,3,67,13.3,4,1,0,16269,479800
1050,2285,4,2,73,7.8,6,2,0,7306,441200
1051,2137,4,3,83,8.0,8,2,0,7564,388700
1052,1861,3,1,39,37.2,7,0,0,10727,201800
1053,1681,2,1,12,33.1,7,1,0,11130,192100
1054,1895,3,2,41,38.1,5,0,0,13659,171400
1055,1470,3,2,56,1.0,8,2,0,3994,376800
1056,1837,4,3,18,20.5,6,1,0,7378,273300
1057,1972,4,2,6,30.5,7,2,0,11171,246800
1058,2255,4,2,70,25.4,6,0,0,8240,269800
1059,1511,4,3,29,7.4,6,2,0,4296,336500
1060,934,2,1,2,8.3,4,2,0,4735,203000
1061,2728,4,3,23,22.1,5,2,0,7640,331300
1062,1196,3,1,11,0.5,5,1,1,2403,375100
1063,1408,3,2,53,13.8,7,1,0,4652,227500
1064,2829,5,3,4,31.1,8,1,0,14240,364800
1065,2386,3,2,65,3.0,6,2,1,7454,515300
1066,2739,4,3,65,8.5,7,1,0,7225,418500
1067,3141,4,2,43,17.2,8,2,0,8882,408100
1068,1424,3,2,28,7.9,6,1,0,3882,268400
1069,783,1,1,49,3.3,8,0,0,2865,192400
1070,1233,2,2,75,5.4,8,2,0,3890,298200
1071,1254,2,1,48,26.7,3,2,0,6741,145700
1072,1779,4,4,19,5.9,2,2,0,6090,336400
1073,2181,3,2,36,38.4,5,2,0,12413,244600
1074,2050,3,2,60,12.6,8,2,1,5233,361100
1075,2358,3,2,27,12.8,4,2,0,7888,339800
1076,1790,4,4,72,1.8,5,2,0,4035,439000
1077,1131,2,2,24,37.4,5,1,0,10095,141100
1078,1760,3,3,17,0.8,7,1,0,3391,420900
1079,3181,6,4,68,3.1,10,3,0,8615,814000
1080,2341,4,2,40,19.4,8,1,0,11048,334400
1081,2028,3,2,31,24.5,7,1,1,8342,292200
1082,1771,2,1,69,9.2,7,1,0,4705,288500
1083,3324,6,4,62,18.3,5,1,0,12249,441500
1084,1950,3,3,76,8.6,5,1,0,6086,348000
1085,2245,3,2,5,4.5,8,1,1,5548,601000
1086,1828,2,2,29,5.5,6,0,0,4207,348700
1087,1666,4,3,59,3.4,5,1,0,4436,317200
1088,873,2,2,77,25.1,9,1,0,6810,138100
1089,2584,5,4,15,7.1,5,0,1,7066,507000
1090,2279,4,2,13,3.2,6,1,0,4126,514400
1091,2123,4,2,5,14.5,5,2,0,6668,324400
1092,450,2,1,45,26.2,6,2,0,5776,81300
1093,2525,4,3,81,3.7,5,1,0,5600,514400
1094,2235,4,3,72,0.8,4,2,0,5968,490500
1095,1287,2,1,83,1.6,6,3,0,3676,293000
1096,1792,3,2,72,20.4,6,2,1,9996,236400
1097,1100,2,1,80,17.5,5,1,0,6780,162800
1098,1564,3,2,79,30.7,4,2,0,8510,166200
1099,2488,3,2,42,20.9,9,1,0,7292,332400
1100,3061,4,3,50,1.0,7,2,0,11602,773200
1101,1618,3,3,24,6.4,5,3,0,5901,376700
1102,2776,4,3,24,33.1,9,2,1,11510,354700
1103,450,1,1,3,34.3,7,2,0,7799,105900
1104,2770,5,3,79,10.6,5,1,0,11669,428500
1105,2197,4,2,12,34.9,5,2,0,10931,252900
1106,682,1,1,63,3.0,7,0,1,1634,187600
1107,2504,4,3,73,23.5,7,1,0,13611,295500
1108,933,2,2,76,9.2,9,1,0,4369,198400
1109,2453,5,3,15,1.1,5,0,0,4786,573200
1110,1998,4,3,2,0.5,6,2,0,7146,576100
1111,2064,3,2,36,33.7,6,2,0,12416,237400
1112,1591,3,2,10,28.4,7,1,1,9456,262400
1113,1507,2,2,23,28.5,6,1,0,7484,186700
1114,1256,2,2,2,24.2,6,2,0,6059,211800
1115,2304,3,2,52,38.4,5,0,0,12725,200200
1116,2971,6,4,38,27.7,8,2,0,15586,372300
1117,1886,3,2,55,15.8,7,1,0,5714,283700
1118,1291,1,1,54,1.4,8,0,1,3667,369300
1119,1553,3,2,51,8.7,7,0,0,5599,247300
1120,1195,1,1,62,13.8,6,2,0,5618,177500
1121,2552,4,2,1,34.6,5,2,0,13458,308100
1122,2116,4,2,55,34.7,5,0,0,13413,227600
1123,2654,4,3,45,4.2,8,2,0,9470,613900
1124,2171,3,2,74,9.0,8,3,0,9042,403900
1125,2128,3,2,66,1.4,7,2,0,6980,510100
1126,2159,4,3,10,12.1,7,2,0,9209,378800
1127,1329,2,1,78,2.4,7,1,1,5310,356200
1128,2723,5,4,47,18.3,5,1,0,11349,369100
1129,3488,6,4,30,12.1,6,1,0,15301,539400
1130,2606,5,3,39,33.0,7,1,1,10988,323100
1131,1801,3,2,36,2.4,6,1,0,5499,377900
1132,1225,2,2,42,25.9,6,1,1,8854,194400
1133,2963,4,3,83,5.1,3,1,1,6172,539600
1134,2860,4,3,38,35.7,8,1,0,14831,335900
1135,1322,3,2,11,4.2,5,1,0,5252,343600
1136,1729,3,2,71,14.5,6,1,0,9024,257600
1137,1491,4,3,38,1.9,4,2,0,2390,335700
1138,1325,2,3,48,10.2,6,1,1,6091,262300
1139,2113,5,4,38,28.5,8,2,0,8895,262600
1140,1897,2,2,79,5.8,7,0,0,7267,345000
1141,1293,3,2,55,34.6,6,3,0,10120,163700
1142,1035,1,1,39,6.1,6,1,0,4238,201100
1143,1565,3,2,75,3.1,7,1,0,4123,362000
1144,1852,4,2,23,4.4,9,1,0,4449,454800
1145,2956,3,1,74,30.8,5,3,0,16626,287500
1146,2986,5,4,24,22.9,8,3,0,8701,393000
1147,1165,2,1,75,34.7,5,1,0,10568,117400
1148,1682,3,2,28,0.9,6,1,0,3877,450700
1149,2060,4,2,9,2.2,6,3,0,7007,516900
1150,1416,2,1,74,36.7,5,1,0,11407,141600
1151,1430,2,1,28,37.9,10,1,0,11855,198800
1152,1422,2,2,16,2.3,5,0,0,3699,309100
1153,1688,3,2,49,12.0,6,1,0,4653,260800
1154,2661,4,3,20,6.0,6,0,0,9738,421600
1155,2611,4,3,9,25.9,6,2,1,8891,339400
1156,2833,4,3,57,35.9,5,1,0,16652,312300
1157,1912,3,1,2,12.8,8,1,0,6560,310400
1158,2563,4,3,29,4.5,5,2,0,8578,538800
1159,1965,3,3,51,9.9,7,2,0,5550,341700
1160,1403,2,1,76,10.0,6,2,0,4573,232800
1161,1491,3,2,16,21.7,2,0,0,7967,168100
1162,2289,5,3,58,12.3,4,1,0,9410,344400
1163,1567,2,1,2,5.3,7,2,0,4136,399100
1164,1351,2,1,58,8.5,7,2,0,5854,255400
1165,1152,2,1,50,30.8,8,1,0,8498,154400
1166,1815,3,3,60,1.5,5,2,0,4049,439100
1167,1796,2,2,34,5.4,5,0,0,4827,311700
1168,2351,5,3,2,35.7,9,2,0,13180,307700
1169,1697,3,3,10,36.8,5,2,1,10410,221300
1170,1375,3,2,33,7.6,5,2,0,5889,284500
1171,2068,4,3,9,10.3,6,2,0,6474,367100
1172,1540,2,1,65,22.4,7,1,0,6176,192200
1173,1418,2,2,45,14.0,4,1,0,6200,199800
1174,2328,4,3,70,10.1,5,0,1,7233,374400
1175,3280,5,2,72,0.6,6,2,0,9524,777700
1176,1860,3,2,80,6.2,7,2,0,4781,328300
1177,2670,3,2,3,4.8,5,1,0,6385,496400
1178,2326,5,3,52,0.6,9,0,0,5835,668900
1179,1180,2,1,27,0.6,10,1,0,2115,300400
1180,1453,3,2,16,7.6,5,0,1,3328,298500
1181,1164,2,2,70,3.7,3,1,0,4308,192200
1182,556,1,1,35,6.7,4,1,0,2338,125600
1183,1608,3,2,16,36.5,6,1,0,10256,187100
1184,1098,2,1,3,23.6,6,0,0,6552,150100
1185,995,3,2,69,11.8,6,2,0,3433,197000
1186,3385,6,4,74,0.8,7,1,0,6524,769800
1187,2421,4,3,51,6.7,7,2,0,9072,498200
1188,2273,4,3,37,4.6,6,2,0,5196,416600
1189,993,2,2,26,16.3,8,1,0,5105,190300
1190,2951,4,1,36,2.6,6,0,0,6457,543000
1191,1382,3,3,36,14.8,6,2,0,6675,239700
1192,2398,4,2,77,26.9,9,1,0,8427,349300
1193,2304,5,4,22,9.4,8,1,0,6463,470300
1194,1899,3,3,22,16.6,6,2,0,7991,297200
1195,1305,2,2,46,13.7,8,0,0,7274,197000
1196,1629,3,1,24,20.6,7,3,0,6411,249200
1197,1763,3,2,83,1.2,6,1,0,5358,419600
1198,1632,2,2,79,23.8,6,1,0,8409,204200
1199,1299,2,1,20,26.3,5,0,0,8156,146200
1200,1558,2,1,42,27.9,8,1,0,8591,204000
1201,1148,3,3,11,1.2,4,0,0,3570,327900
1202,1251,2,2,26,3.1,4,3,0,3502,319000
1203,2200,3,1,57,15.0,6,0,0,9491,244600
1204,2041,4,3,70,23.8,8,0,0,7926,274600
1205,1620,2,1,12,5.9,7,2,0,4652,330600
1206,1458,3,2,65,5.0,7,2,1,4636,353900
1207,1285,2,1,9,4.2,8,3,0,4655,338500
1208,1354,2,1,1,38.3,6,2,0,9352,172100
1209,1572,2,1,70,8.8,8,0,0,5130,262900
1210,2609,4,3,67,1.4,6,1,0,8940,615800
1211,3126,4,2,38,6.7,6,1,1,9841,578400
1212,1574,4,3,33,15.3,5,1,0,8036,240700
1213,3159,5,3,47,34.2,7,0,0,13918,331100
1214,1896,2,1,46,34.9,7,2,0,9555,205700
1215,1029,2,1,82,23.4,5,2,0,7673,150100
1216,3458,6,4,67,7.6,5,1,1,14258,553500
1217,893,1,1,50,3.2,7,0,0,3006,175500
1218,1463,3,2,19,31.8,5,0,0,7668,188800
1219,2453,4,3,75,4.1,4,1,0,4364,441900
1220,2082,3,2,2,29.5,8,2,0,8218,295300
1221,1453,3,3,38,36.2,7,0,0,9702,187200
1222,2677,4,3,69,4.9,3,1,0,7676,473500
1223,2464,3,2,14,0.7,7,1,0,5233,586900
1224,1667,3,2,83,13.8,4,1,0,7293,226000
1225,3245,6,4,48,28.6,7,2,1,15402,414600
1226,1032,1,1,77,24.7,4,2,0,6201,123400
1227,1116,1,1,80,4.2,5,2,0,4821,215400
1228,1944,3,3,57,6.0,5,0,0,7219,331300
1229,691,1,1,59,3.5,6,2,0,2293,161700
1230,3063,5,3,11,18.5,7,2,0,7855,431100
1231,1987,2,2,14,14.1,7,2,1,5842,354000
1232,1998,3,3,16,13.3,7,2,0,6599,338100
1233,551,1,1,45,29.7,4,2,0,7100,79400
1234,2648,5,3,76,10.5,6,3,0,8272,420700
1235,2223,3,2,66,7.6,7,0,0,8799,395000
1236,1024,2,2,69,3.1,7,0,0,1939,232500
1237,2766,5,3,29,3.3,2,2,0,4208,497400
1238,2239,4,2,24,19.5,6,2,0,6469,317100
1239,1912,3,2,5,37.5,6,1,0,11367,235900
1240,1988,4,4,73,30.7,7,1,0,9652,216400
1241,1655,3,3,74,25.6,7,0,1,8302,213600
1242,2140,4,3,69,2.1,8,0,0,7359,514400
1243,1869,3,2,43,15.7,6,1,1,7888,284500
1244,468,1,1,13,1.2,6,1,0,1042,157000
1245,2118,3,2,6,36.8,3,2,0,11762,212900
1246,1846,3,2,79,2.2,7,1,0,6500,427800
1247,1429,2,2,25,32.5,6,2,0,8251,189400
1248,1692,3,2,63,8.3,8,1,0,6302,338300
1249,1753,3,1,44,2.1,7,1,0,4213,381900
1250,1874,4,3,4,0.5,5,3,0,3138,515300
1251,1633,3,1,14,1.2,5,2,0,5777,385300
1252,1045,1,1,1,18.1,3,2,0,6630,163500
1253,1243,2,2,9,9.0,7,2,0,4411,289400
1254,1966,4,2,3,29.8,7,1,1,9333,303000
1255,1421,3,2,66,14.9,7,2,0,4800,239700
1256,1185,2,1,72,26.6,8,1,0,7499,149800
1257,2254,4,2,3,14.0,5,1,0,9855,341800
1258,2721,4,2,67,3.6,5,1,0,5116,466700
1259,876,2,2,14,3.3,6,2,1,1836,312500
1260,2951,5,3,16,1.0,9,2,0,7678,876800
1261,2895,4,3,28,29.0,6,1,0,11389,313900
1262,1831,2,1,81,31.1,7,2,0,10144,211200
1263,1618,4,3,31,11.3,6,1,0,6740,321600
1264,2526,4,3,1,38.2,4,2,1,12934,316900
1265,2491,4,3,82,7.2,10,0,0,8023,533200
1266,1702,3,2,82,6.0,7,1,0,3559,341100
1267,2845,6,4,22,31.3,6,2,0,11787,328400
1268,597,1,1,83,2.1,7,2,0,2144,187600
1269,2118,4,3,28,9.8,4,2,0,6803,338800
1270,1432,2,2,31,13.4,7,2,0,7145,243400
1271,1654,2,2,46,2.4,6,1,1,5622,407600
1272,1468,2,2,46,27.1,6,2,0,7041,167700
1273,1178,2,1,21,28.6,3,2,0,9203,137000
1274,1124,1,1,62,2.6,6,1,0,3911,234000
1275,1082,2,2,62,14.2,6,3,0,4167,188100
1276,1483,3,3,75,23.4,9,2,0,9615,264200
1277,1108,1,1,25,0.6,4,3,1,4306,345900
1278,1403,2,2,54,32.2,7,2,0,8363,189900
1279,2069,3,1,20,10.5,4,1,0,6284,289700
1280,1992,4,3,19,13.2,7,2,0,8379,327400
1281,2554,4,3,45,11.0,6,1,0,6802,399900
1282,1704,3,2,9,8.1,7,1,0,4544,364700
1283,850,1,1,32,17.9,5,1,0,5003,124100
1284,3030,6,3,79,11.0,6,1,0,6610,422400
1285,1209,2,2,19,27.9,8,2,0,8267,174700
1286,1956,4,2,48,1.1,5,2,1,6288,469800
1287,1682,2,2,35,31.2,5,2,0,7880,196800
1288,964,1,1,39,2.3,7,1,0,3016,238400
1289,906,2,1,61,34.5,4,2,0,7736,103200
1290,1337,2,1,45,1.6,7,0,0,4087,326500
1291,2816,5,4,1,36.0,4,0,0,11032,297200
1292,1442,2,2,28,4.3,6,0,0,6124,306100
1293,2374,3,3,12,4.8,4,1,0,5024,438900
1294,450,1,1,36,34.8,5,2,0,6975,77000
1295,2801,4,3,3,25.8,4,2,1,9110,336600
1296,2124,3,2,37,8.5,3,3,0,7944,338500
1297,2486,4,3,62,26.0,6,3,0,9958,250100
1298,1497,3,2,7,26.0,7,1,0,10272,218200
1299,1106,2,1,79,4.8,6,1,0,2522,220400
1300,2057,3,2,26,13.1,1,1,0,9048,227900
1301,1844,3,2,79,17.6,9,2,1,8727,274600
1302,2153,3,3,24,20.3,1,2,0,10282,244900
1303,2214,3,2,36,31.9,7,1,0,11878,269300
1304,1183,1,1,46,4.5,3,1,1,5132,246000
1305,2112,4,2,53,2.5,6,2,1,3369,508600
1306,1547,3,4,19,5.8,2,2,0,5089,315300
1307,901,2,2,15,20.8,4,3,0,6028,153100
1308,1406,3,1,63,37.7,7,2,0,9915,172300
1309,2719,4,3,68,2.3,8,1,1,8648,731800
1310,1743,3,2,0,10.2,7,3,0,7239,367900
1311,1896,3,3,29,30.1,4,1,0,12405,210000
1312,2633,4,3,18,1.1,1,2,0,9550,519700
1313,2710,5,3,59,32.4,8,1,0,11457,357100
1314,3285,6,4,6,2.3,9,2,0,7400,913800
1315,1437,3,2,23,30.4,5,2,0,9167,192200
1316,3155,6,4,43,0.6,5,2,0,6967,761400
1317,784,2,1,63,2.6,6,2,0,2974,192000
1318,877,1,1,41,5.7,7,2,0,3908,212000
1319,2408,3,1,40,12.3,4,1,0,6556,321900
1320,1807,3,3,20,25.3,6,1,1,7321,264400
1321,2370,4,3,35,7.9,8,1,1,5614,497100
1322,1776,2,2,50,37.6,7,0,0,12453,196200
1323,1375,2,1,29,6.3,6,0,0,4113,235000
1324,3559,6,4,17,12.5,6,2,0,9321,596300
1325,1331,2,2,37,32.2,6,2,0,9932,162100
1326,1917,3,2,46,16.1,7,1,0,7798,271300
1327,2383,5,3,27,1.7,5,1,0,6959,592800
1328,1398,2,1,62,14.7,8,0,1,6825,219400
1329,3579,5,3,39,20.6,8,1,0,9586,447500
1330,3316,5,3,66,34.9,7,2,0,17569,362500
1331,1462,1,1,25,37.5,6,2,0,10077,161500
1332,1323,3,2,11,7.8,6,1,0,4779,267300
1333,1463,3,1,14,13.2,8,2,0,6280,273100
1334,754,2,2,18,24.2,1,1,0,6524,107400
1335,2105,3,2,15,4.9,7,1,1,6816,476900
1336,1524,2,2,41,15.5,5,0,0,7189,186800
1337,1291,1,1,57,26.3,6,2,0,9095,151900
1338,641,1,1,83,9.0,5,1,0,2700,119800
1339,1346,3,2,40,3.7,3,1,0,3332,277500
1340,1245,2,1,22,0.8,7,1,0,3448,359400
1341,947,2,2,44,19.8,5,1,0,6681,140500
1342,1496,3,1,69,8.6,4,0,0,4601,222400
1343,2555,4,4,13,2.9,8,1,0,8707,655700
1344,1596,2,1,5,15.6,6,2,0,5718,240000
1345,2043,3,2,7,2.6,7,2,0,5350,509900
1346,2589,4,2,40,28.5,4,1,0,9668,287100
1347,2999,6,4,58,4.2,5,3,0,11503,616200
1348,1629,2,2,70,0.5,7,1,0,5989,414600
1349,2157,4,3,82,10.1,4,2,0,6991,314000
1350,1395,3,2,76,20.6,4,0,0,6733,184600
1351,1866,3,3,8,34.1,4,0,0,11385,203400
1352,707,1,1,14,26.1,8,1,0,6331,133100
1353,907,2,2,53,6.6,4,1,0,3874,180300
1354,1657,2,1,32,14.9,6,1,0,7067,229500
1355,1404,2,1,60,22.5,6,1,1,8160,184200
1356,1712,3,3,36,34.6,5,1,1,10229,209900
1357,2113,3,2,29,1.8,6,2,0,3212,509000
1358,1722,3,2,75,1.9,4,1,0,2976,359900
1359,1692,3,2,80,1.0,6,2,0,6486,392000
1360,1316,3,2,0,0.5,6,1,0,2585,428600
1361,1883,5,3,36,34.0,6,2,0,8895,227700
1362,2533,3,3,4,38.0,5,1,0,15702,299100
1363,1706,4,2,36,35.9,6,3,0,11430,215800
1364,2131,3,2,45,24.1,7,2,0,10428,281800
1365,1263,3,3,71,1.8,7,0,0,1995,351900
1366,1195,3,2,36,4.2,6,2,0,3820,315700
1367,1968,3,2,75,13.1,6,1,0,5877,293500
1368,1263,2,1,41,12.3,5,3,0,5528,216100
1369,1076,2,1,58,10.0,5,2,0,3660,199500
1370,1961,4,3,82,2.2,5,2,0,7049,431300
1371,1670,2,2,52,9.8,7,2,1,6676,335900
1372,1627,2,1,47,18.0,6,3,0,8413,221900
1373,2955,5,3,77,11.4,8,0,0,7965,466500
1374,1751,2,1,59,7.8,6,2,0,6992,297000
1375,2575,4,3,80,25.4,4,1,0,8373,252500
1376,1640,2,1,74,1.6,9,1,0,4629,414500
1377,2346,4,3,50,1.2,6,1,0,8564,561200
1378,1283,3,2,15,2.4,5,2,0,3043,325200
1379,1372,1,1,36,29.6,5,1,0,8304,136500
1380,2227,4,2,50,12.2,5,1,1,10455,324200
1381,1678,2,2,76,7.9,5,0,0,6549,245700
1382,1981,4,3,68,2.0,10,2,0,4783,472000
1383,1312,2,3,37,22.3,5,1,0,7955,184800
1384,2873,4,2,55,33.6,5,2,0,15338,286100
1385,623,1,1,45,31.7,3,2,0,6558,83800
1386,2258,4,3,12,21.0,7,2,0,7389,327700
1387,1170,1,1,17,31.9,4,1,1,10114,160700
1388,1326,3,2,60,0.5,8,2,0,5000,339000
1389,1590,2,2,14,10.3,4,0,0,7698,251700
1390,2451,3,3,2,3.2,6,1,0,5222,607700
1391,1979,5,4,41,10.2,7,1,0,9033,398500
1392,1852,4,3,26,8.3,4,0,0,5241,280500
1393,2360,3,3,21,36.7,5,1,0,10286,272300
1394,2887,5,3,74,2.8,4,2,0,7984,534400
1395,2203,4,2,41,11.7,8,0,0,5145,343300
1396,2195,3,3,42,1.1,7,1,0,8514,621800
1397,1836,2,2,12,3.5,6,1,0,6871,412500
1398,2338,5,3,18,3.0,4,1,0,4824,536500
1399,936,2,1,26,19.7,5,2,0,5890,141300
1400,1500,4,2,78,34.7,6,2,0,10576,186300
1401,2046,4,3,3,34.8,10,1,0,11396,311300
1402,1751,2,1,12,3.8,5,2,0,5347,372400
1403,1316,1,1,47,9.2,4,1,0,3367,201600
1404,1220,2,2,80,1.2,7,2,0,2350,303200
1405,1296,2,1,44,32.7,5,2,0,8093,146100
1406,2705,5,3,17,21.3,6,2,0,12292,338700
1407,504,2,2,6,6.0,4,2,0,1972,176300
1408,2087,4,3,34,1.5,7,0,0,5838,482400
1409,1904,3,2,46,2.0,10,2,0,6389,547700
1410,2918,5,4,53,13.5,6,2,0,7848,486700
1411,1688,4,3,2,14.1,9,1,0,8810,320900
1412,945,1,1,41,28.7,5,1,0,7434,127400
1413,1676,3,2,4,22.4,7,2,0,8173,264600
1414,1505,2,2,61,26.6,8,2,0,9447,217500
1415,745,2,2,34,38.1,6,2,0,8694,114000
1416,2721,4,3,8,32.9,7,1,0,14637,332100
1417,1479,3,2,77,14.6,6,3,0,7145,244000
1418,1813,3,2,57,29.9,6,2,0,9656,208700
1419,1447,3,1,65,8.8,5,2,0,6952,251300
1420,1584,2,2,14,35.4,6,2,0,11530,185100
1421,1132,2,1,60,14.2,6,1,0,4284,159000
1422,1780,3,2,3,1.9,10,1,0,3868,548900
1423,2163,4,3,74,2.6,7,1,0,3799,496500
1424,2388,5,4,15,15.1,9,1,0,9762,414700
1425,1004,2,2,28,3.6,5,1,0,3630,239700
1426,2554,4,3,2,4.4,4,3,0,9039,503900
1427,2134,4,3,64,8.2,3,0,0,6714,289300
1428,908,2,1,19,13.0,6,2,0,4414,175200
1429,759,1,2,10,25.2,6,2,0,6085,137400
1430,1365,2,1,24,21.4,7,2,0,6969,187500
1431,1121,1,1,42,32.7,1,1,0,9971,105000
1432,3170,4,3,46,2.6,6,1,0,5026,693600
1433,1756,2,1,26,22.7,6,2,0,9246,203200
1434,1288,2,1,72,0.9,6,1,0,2315,303100
1435,1053,2,2,26,6.1,4,2,0,5043,228500
1436,2329,3,2,50,14.7,6,1,0,8163,309400
1437,2092,3,2,14,17.9,5,1,1,10043,298400
1438,2337,2,1,63,11.9,8,3,0,7160,387500
1439,2118,4,2,22,5.7,7,1,0,8974,444400
1440,1953,3,1,58,34.9,6,1,0,10448,194300
1441,2149,3,2,73,32.9,8,1,0,11708,261800
1442,1874,3,2,40,27.3,6,1,0,8231,221500
1443,2871,5,3,37,7.1,6,1,0,8904,486000
1444,3134,6,4,23,12.2,3,3,1,12750,500700
1445,1473,3,2,80,28.1,4,2,0,10046,161700
1446,2341,3,2,25,1.2,8,1,0,8353,609700
1447,1346,1,1,53,9.8,5,0,0,3843,174300
1448,1390,3,2,50,8.7,6,1,0,6079,256500
1449,2946,5,3,40,4.7,9,2,0,7993,668200
1450,1897,4,3,48,24.4,6,2,0,10894,218800
1451,2988,5,4,64,7.4,4,2,0,12651,482300
1452,2384,4,3,13,24.2,6,1,0,10369,307600
1453,948,1,1,12,7.3,6,1,0,4646,228600
1454,577,1,1,1,37.7,5,2,1,7724,133100
1455,1789,3,2,71,14.4,6,1,0,7078,241100
1456,1811,3,2,56,33.5,4,2,0,8669,189700
1457,2919,5,4,44,16.6,6,0,1,11503,441700
1458,512,1,1,84,33.6,4,3,0,7411,80300
1459,1986,3,1,65,33.8,4,2,0,8798,195700
1460,2807,5,3,20,2.4,3,2,1,8288,597000
1461,2805,4,3,52,28.6,1,0,0,11953,215700
1462,3219,5,4,29,16.4,6,1,0,10875,451000
1463,2114,3,2,69,20.9,6,0,0,6558,230200
1464,2073,3,2,46,38.4,6,1,0,13940,252600
1465,2451,4,3,66,2.6,5,0,0,6796,492700
1466,1286,2,1,3,34.9,5,2,0,9706,164000
1467,2429,5,4,47,2.9,5,2,0,8010,499700
1468,2613,3,3,27,8.5,5,2,0,5954,409300
1469,1963,2,2,44,12.4,7,1,0,8400,324200
1470,1276,2,1,20,0.5,5,0,0,3658,313600
1471,1054,2,1,4,3.0,4,3,0,3866,280900
1472,778,1,1,7,6.3,6,2,0,3874,205800
1473,2536,6,4,37,29.1,6,2,0,12927,327000
1474,1450,3,2,6,5.2,9,2,1,3245,420200
1475,2241,4,3,50,26.8,7,1,0,10581,277800
1476,1546,2,2,77,31.1,8,1,0,7764,188900
1477,1360,2,1,11,18.6,7,2,0,7662,224700
1478,947,2,2,9,9.1,7,1,0,3688,219100
1479,1200,3,2,7,24.9,8,0,0,8001,217800
1480,2190,3,2,46,31.8,6,2,0,8742,252600
1481,1974,3,3,78,20.8,7,2,0,9539,270800
1482,1132,1,1,51,26.7,5,2,0,7719,122500
1483,2198,3,2,21,31.9,8,1,0,11598,265500
1484,2044,2,2,38,8.0,6,2,0,7422,352300
1485,1297,2,1,50,8.1,5,1,0,6269,197400
1486,3181,5,4,72,35.1,6,2,0,14722,364800
1487,1415,3,3,54,27.4,7,1,0,8167,185000
1488,909,1,1,61,11.8,4,1,0,5065,136700
1489,3037,4,3,64,36.4,5,1,0,15314,304300
1490,1150,1,1,8,5.2,8,2,0,3378,314500
1491,2364,3,2,57,30.0,10,2,0,10662,276500
1492,2511,4,3,57,3.6,6,2,0,5197,495900
1493,1146,2,1,1,2.8,5,2,0,4293,295900
1494,1662,3,1,60,37.0,7,2,0,9696,176600
1495,916,1,1,1,1.8,6,1,0,3090,275700
1496,2345,3,2,32,2.2,8,2,0,4075,600100
1497,2174,4,3,14,8.3,7,2,0,6343,469300
1498,2710,5,4,13,27.4,5,1,0,12967,309000
1499,1953,4,3,20,13.0,8,1,0,5573,332600
1500,2541,4,3,13,38.0,9,2,0,12755,332400
1501,1770,3,2,69,6.3,4,1,0,6296,306300
1502,2634,4,3,6,0.8,6,2,0,9389,698100
1503,2321,5,4,41,6.4,6,2,0,8520,482100
1504,1316,2,1,37,22.8,4,3,0,6323,163900
1505,3010,5,2,58,23.3,6,0,0,11554,290300
1506,1468,2,1,8,1.6,7,1,1,3135,457800
1507,1573,3,2,43,0.6,5,2,0,4502,373900
1508,3288,6,3,47,10.5,8,2,0,10368,520200
1509,1252,2,1,41,18.7,7,0,0,6650,170800
1510,984,1,1,26,2.3,4,2,0,3046,255100
1511,3168,6,4,43,8.5,5,1,0,12118,531800
1512,2408,4,3,15,3.9,6,0,0,7998,558500
1513,2965,5,4,71,20.7,4,0,1,8516,357900
1514,450,1,1,46,23.5,8,2,0,4977,91400
1515,2402,3,1,54,37.3,6,1,0,12647,240000
1516,2205,3,2,39,34.1,5,1,0,9650,235900
1517,1644,3,2,48,24.3,5,1,0,8126,191700
1518,2471,4,2,14,18.7,5,1,0,11589,314200
1519,1308,2,2,26,22.5,8,2,0,8506,213600
1520,2133,4,3,53,25.1,5,0,1,10982,255700
1521,1869,3,2,41,2.9,7,0,0,3848,425100
1522,1590,2,1,85,20.7,5,2,0,8966,188900
1523,1039,2,2,51,19.5,7,2,0,5586,164500
1524,717,2,2,54,6.1,9,1,1,3061,204900
1525,1763,2,1,78,2.2,5,2,0,3704,360500
1526,1704,2,2,32,22.4,4,0,0,8769,193200
1527,2928,5,4,31,35.4,6,2,0,14553,300600
1528,1551,3,2,62,3.3,7,2,0,3058,402400
1529,1642,2,1,72,8.7,6,0,0,4171,243700
1530,2079,5,3,21,13.0,4,0,0,7844,279400
1531,1899,3,1,20,0.7,6,1,1,7024,493500
